"","x"
"1388","MSLNL"
"1389","MSR1"
"1390","MST1R"
"1391","MTNR1A"
"1392","MTNR1B"
"1393","MUC1"
"1394","MUC12"
"1395","MUC13"
"1396","MUC15"
"1397","MUC16"
"1398","MUC17"
"1399","MUC21"
"1400","MUC22"
"1401","MUC3A"
"1402","MUC3B"
"1403","MUC4"
"1404","MUSK"
"1405","MXRA8"
"1406","MYADM"
"1407","MYADML2"
"1408","MYOF"
"1409","NAALADL1"
"1410","NAGLT1"
"1411","NAGPA"
"1412","NALCN"
"1413","NCAM1"
"1414","NCAM2"
"1415","NCMAP"
"1416","NCR1"
"1417","NCR2"
"1418","NCR3"
"1419","NCR3LG1"
"1420","NCSTN"
"1421","NECTIN1"
"1422","NECTIN2"
"1423","NECTIN3"
"1424","NEGR1"
"1425","NEO1"
"1426","NETO1"
"1427","NETO2"
"1428","NFAM1"
"1429","NFASC"
"1430","NGFR"
"1431","NIPAL1"
"1432","NIPAL2"
"1433","NIPAL3"
"1434","NIPAL4"
"1435","NKAIN1"
"1436","NKAIN2"
"1437","NKAIN3"
"1438","NLGN1"
"1439","NLGN2"
"1440","NLGN3"
"1441","NLGN4X"
"1442","NLGN4Y"
"1443","NMBR"
"1444","NMUR1"
"1445","NMUR2"
"1446","NOTCH1"
"1447","NOTCH2"
"1448","NOTCH3"
"1449","NOTCH4"
"1450","NOX4"
"1451","NPBWR1"
"1452","NPBWR2"
"1453","NPC1"
"1454","NPC1L1"
"1455","NPFFR1"
"1456","NPFFR2"
"1457","NPHS1"
"1458","NPR1"
"1459","NPR2"
"1460","NPR3"
"1461","NPSR1"
"1462","NPTN"
"1463","NPY1R"
"1464","NPY2R"
"1465","NPY4R"
"1466","NPY5R"
"1467","NPY6R"
"1468","NRCAM"
"1469","NRG1"
"1470","NRG2"
"1471","NRG4"
"1472","NRN1"
"1473","NRN1L"
"1474","NRP1"
"1475","NRP2"
"1476","NRROS"
"1477","NRXN1"
"1478","NRXN2"
"1479","NRXN3"
"1480","NT5E"
"1481","NTM"
"1482","NTNG1"
"1483","NTNG2"
"1484","NTRK1"
"1485","NTRK2"
"1486","NTRK3"
"1487","NTSR1"
"1488","NTSR2"
"1489","NUP210"
"1490","NUP210L"
"1491","OLR1"
"1492","OMG"
"1493","OPALIN"
"1494","OPCML"
"1495","OPN1LW"
"1496","OPN1MW"
"1497","OPN1SW"
"1498","OPN3"
"1499","OPN4"
"1500","OPN5"
"1501","OPRD1"
"1502","OPRK1"
"1503","OPRL1"
"1504","OPRM1"
"1505","OR10A2"
"1506","OR10A3"
"1507","OR10A4"
"1508","OR10A5"
"1509","OR10A6"
"1510","OR10A7"
"1511","OR10AC1P"
"1512","OR10AD1"
"1513","OR10AG1"
"1514","OR10C1"
"1515","OR10D3"
"1516","OR10D4P"
"1517","OR10G2"
"1518","OR10G3"
"1519","OR10G4"
"1520","OR10G6"
"1521","OR10G7"
"1522","OR10G8"
"1523","OR10G9"
"1524","OR10H1"
"1525","OR10H2"
"1526","OR10H3"
"1527","OR10H4"
"1528","OR10H5"
"1529","OR10J1"
"1530","OR10J3"
"1531","OR10J4"
"1532","OR10J5"
"1533","OR10J6P"
"1534","OR10K1"
"1535","OR10K2"
"1536","OR10P1"
"1537","OR10Q1"
"1538","OR10R2"
"1539","OR10S1"
"1540","OR10T2"
"1541","OR10V1"
"1542","OR10W1"
"1543","OR10X1"
"1544","OR10Z1"
"1545","OR11A1"
"1546","OR11G2"
"1547","OR11H1"
"1548","OR11H12"
"1549","OR11H2"
"1550","OR11H4"
"1551","OR11H6"
"1552","OR11H7"
"1553","OR11L1"
"1554","OR12D2"
"1555","OR12D3"
"1556","OR13A1"
"1557","OR13C2"
"1558","OR13C3"
"1559","OR13C4"
"1560","OR13C5"
"1561","OR13C6P"
"1562","OR13C8"
"1563","OR13C9"
"1564","OR13D1"
"1565","OR13F1"
"1566","OR13G1"
"1567","OR13H1"
"1568","OR13J1"
"1569","OR14A16"
"1570","OR14A2"
"1571","OR14C36"
"1572","OR14I1"
"1573","OR14J1"
"1574","OR14K1"
"1575","OR14L1P"
"1576","OR1A1"
"1577","OR1A2"
"1578","OR1B1"
"1579","OR1C1"
"1580","OR1D2"
"1581","OR1D4"
"1582","OR1D5"
"1583","OR1E1"
"1584","OR1E2"
"1585","OR1E3"
"1586","OR1F1"
"1587","OR1F12"
"1588","OR1F2P"
"1589","OR1G1"
"1590","OR1I1"
"1591","OR1J1"
"1592","OR1J2"
"1593","OR1J4"
"1594","OR1K1"
"1595","OR1L1"
"1596","OR1L3"
"1597","OR1L4"
"1598","OR1L6"
"1599","OR1L8"
"1600","OR1M1"
"1601","OR1N1"
"1602","OR1N2"
"1603","OR1P1"
"1604","OR1Q1"
"1605","OR1S1"
"1606","OR1S2"
"1607","OR2A1"
"1608","OR2A12"
"1609","OR2A14"
"1610","OR2A2"
"1611","OR2A25"
"1612","OR2A4"
"1613","OR2A5"
"1614","OR2A7"
"1615","OR2AE1"
"1616","OR2AG1"
"1617","OR2AG2"
"1618","OR2AJ1"
"1619","OR2AK2"
"1620","OR2AP1"
"1621","OR2AT4"
"1622","OR2B11"
"1623","OR2B2"
"1624","OR2B3"
"1625","OR2B6"
"1626","OR2B8P"
"1627","OR2C1"
"1628","OR2C3"
"1629","OR2D2"
"1630","OR2D3"
"1631","OR2F1"
"1632","OR2F2"
"1633","OR2G2"
"1634","OR2G3"
"1635","OR2G6"
"1636","OR2H1"
"1637","OR2H2"
"1638","OR2I1P"
"1639","OR2J1"
"1640","OR2J2"
"1641","OR2J3"
"1642","OR2K2"
"1643","OR2L13"
"1644","OR2L2"
"1645","OR2L3"
"1646","OR2L5"
"1647","OR2L8"
"1648","OR2M2"
"1649","OR2M3"
"1650","OR2M4"
"1651","OR2M5"
"1652","OR2M7"
"1653","OR2S2"
"1654","OR2T1"
"1655","OR2T10"
"1656","OR2T11"
"1657","OR2T12"
"1658","OR2T2"
"1659","OR2T27"
"1660","OR2T29"
"1661","OR2T3"
"1662","OR2T33"
"1663","OR2T34"
"1664","OR2T35"
"1665","OR2T4"
"1666","OR2T5"
"1667","OR2T6"
"1668","OR2T7"
"1669","OR2T8"
"1670","OR2V1"
"1671","OR2V2"
"1672","OR2W1"
"1673","OR2W3"
"1674","OR2W6P"
"1675","OR2Y1"
"1676","OR2Z1"
"1677","OR3A1"
"1678","OR3A2"
"1679","OR3A3"
"1680","OR3A4P"
"1681","OR4A15"
"1682","OR4A16"
"1683","OR4A47"
"1684","OR4A4P"
"1685","OR4A5"
"1686","OR4A8P"
"1687","OR4B1"
"1688","OR4C11"
"1689","OR4C12"
"1690","OR4C13"
"1691","OR4C15"
"1692","OR4C16"
"1693","OR4C3"
"1694","OR4C45"
"1695","OR4C46"
"1696","OR4C5"
"1697","OR4C6"
"1698","OR4D1"
"1699","OR4D10"
"1700","OR4D11"
"1701","OR4D2"
"1702","OR4D5"
"1703","OR4D6"
"1704","OR4D9"
"1705","OR4E1"
"1706","OR4E2"
"1707","OR4F15"
"1708","OR4F17"
"1709","OR4F21"
"1710","OR4F3"
"1711","OR4F4"
"1712","OR4F5"
"1713","OR4F6"
"1714","OR4K1"
"1715","OR4K13"
"1716","OR4K14"
"1717","OR4K15"
"1718","OR4K17"
"1719","OR4K2"
"1720","OR4K3"
"1721","OR4K5"
"1722","OR4L1"
"1723","OR4M1"
"1724","OR4M2"
"1725","OR4N2"
"1726","OR4N4"
"1727","OR4N5"
"1728","OR4P4"
"1729","OR4Q2"
"1730","OR4Q3"
"1731","OR4S1"
"1732","OR4S2"
"1733","OR4X1"
"1734","OR4X2"
"1735","OR51A2"
"1736","OR51A4"
"1737","OR51A7"
"1738","OR51B2"
"1739","OR51B4"
"1740","OR51B5"
"1741","OR51B6"
"1742","OR51D1"
"1743","OR51E1"
"1744","OR51E2"
"1745","OR51F1"
"1746","OR51F2"
"1747","OR51G1"
"1748","OR51G2"
"1749","OR51H1P"
"1750","OR51I1"
"1751","OR51I2"
"1752","OR51J1"
"1753","OR51L1"
"1754","OR51M1"
"1755","OR51Q1"
"1756","OR51S1"
"1757","OR51T1"
"1758","OR51V1"
"1759","OR52A1"
"1760","OR52A4"
"1761","OR52A5"
"1762","OR52B2"
"1763","OR52B4"
"1764","OR52B6"
"1765","OR52D1"
"1766","OR52E1"
"1767","OR52E2"
"1768","OR52E4"
"1769","OR52E5"
"1770","OR52E6"
"1771","OR52E8"
"1772","OR52H1"
"1773","OR52I1"
"1774","OR52I2"
"1775","OR52J3"
"1776","OR52K1"
"1777","OR52K2"
"1778","OR52L1"
"1779","OR52L2P"
"1780","OR52M1"
"1781","OR52N1"
"1782","OR52N2"
"1783","OR52N4"
"1784","OR52N5"
"1785","OR52P1P"
"1786","OR52R1"
"1787","OR52W1"
"1788","OR52Z1"
"1789","OR56A1"
"1790","OR56A3"
"1791","OR56A4"
"1792","OR56A5"
"1793","OR56B1"
"1794","OR56B2P"
"1795","OR56B4"
"1796","OR5A1"
"1797","OR5A2"
"1798","OR5AC1"
"1799","OR5AC2"
"1800","OR5AK2"
"1801","OR5AK3P"
"1802","OR5AL1"
"1803","OR5AN1"
"1804","OR5AP2"
"1805","OR5AR1"
"1806","OR5AS1"
"1807","OR5AU1"
"1808","OR5B12"
"1809","OR5B17"
"1810","OR5B2"
"1811","OR5B21"
"1812","OR5B3"
"1813","OR5C1"
"1814","OR5D13"
"1815","OR5D14"
"1816","OR5D16"
"1817","OR5D18"
"1818","OR5F1"
"1819","OR5G3"
"1820","OR5H1"
"1821","OR5H14"
"1822","OR5H15"
"1823","OR5H2"
"1824","OR5H6"
"1825","OR5I1"
"1826","OR5J2"
"1827","OR5K1"
"1828","OR5K2"
"1829","OR5K3"
"1830","OR5K4"
"1831","OR5L1"
"1832","OR5L2"
"1833","OR5M1"
"1834","OR5M10"
"1835","OR5M11"
"1836","OR5M3"
"1837","OR5M8"
"1838","OR5M9"
"1839","OR5P2"
"1840","OR5P3"
"1841","OR5R1"
"1842","OR5T1"
"1843","OR5T2"
"1844","OR5T3"
"1845","OR5V1"
"1846","OR5W2"
"1847","OR6A2"
"1848","OR6B1"
"1849","OR6B2"
"1850","OR6B3"
"1851","OR6C1"
"1852","OR6C2"
"1853","OR6C3"
"1854","OR6C4"
"1855","OR6C6"
"1856","OR6C65"
"1857","OR6C68"
"1858","OR6C70"
"1859","OR6C74"
"1860","OR6C75"
"1861","OR6C76"
"1862","OR6F1"
"1863","OR6J1"
"1864","OR6K2"
"1865","OR6K3"
"1866","OR6K6"
"1867","OR6M1"
"1868","OR6N1"
"1869","OR6N2"
"1870","OR6P1"
"1871","OR6Q1"
"1872","OR6S1"
"1873","OR6T1"
"1874","OR6V1"
"1875","OR6X1"
"1876","OR6Y1"
"1877","OR7A10"
"1878","OR7A17"
"1879","OR7A2P"
"1880","OR7A5"
"1881","OR7C1"
"1882","OR7C2"
"1883","OR7D2"
"1884","OR7D4"
"1885","OR7E24"
"1886","OR7G1"
"1887","OR7G2"
"1888","OR7G3"
"1889","OR8A1"
"1890","OR8B12"
"1891","OR8B2"
"1892","OR8B3"
"1893","OR8B4"
"1894","OR8B8"
"1895","OR8D1"
"1896","OR8D2"
"1897","OR8D4"
"1898","OR8G1"
"1899","OR8G2"
"1900","OR8G5"
"1901","OR8H1"
"1902","OR8H2"
"1903","OR8H3"
"1904","OR8I2"
"1905","OR8J1"
"1906","OR8J2"
"1907","OR8J3"
"1908","OR8K1"
"1909","OR8K3"
"1910","OR8K5"
"1911","OR8S1"
"1912","OR8U1"
"1913","OR8U8"
"1914","OR8U9"
"1915","OR9A1P"
"1916","OR9A2"
"1917","OR9A4"
"1918","OR9G1"
"1919","OR9G4"
"1920","OR9G9"
"1921","OR9I1"
"1922","OR9K2"
"1923","OR9Q1"
"1924","OR9Q2"
"1925","OSMR"
"1926","OSTM1"
"1927","OTOA"
"1928","OTOP1"
"1929","OTOP2"
"1930","OXER1"
"1931","OXGR1"
"1932","OXTR"
"1933","P2RX1"
"1934","P2RX2"
"1935","P2RX3"
"1936","P2RX4"
"1937","P2RX6"
"1938","P2RX7"
"1939","P2RY1"
"1940","P2RY10"
"1941","P2RY11"
"1942","P2RY12"
"1943","P2RY13"
"1944","P2RY14"
"1945","P2RY2"
"1946","P2RY4"
"1947","P2RY6"
"1948","P2RY8"
"1949","PAM"
"1950","PANX1"
"1951","PANX2"
"1952","PARM1"
"1953","PCDH1"
"1954","PCDH10"
"1955","PCDH11X"
"1956","PCDH11Y"
"1957","PCDH12"
"1958","PCDH15"
"1959","PCDH17"
"1960","PCDH18"
"1961","PCDH19"
"1962","PCDH20"
"1963","PCDH7"
"1964","PCDH8"
"1965","PCDH9"
"1966","PCDHA1"
"1967","PCDHA10"
"1968","PCDHA11"
"1969","PCDHA12"
"1970","PCDHA13"
"1971","PCDHA2"
"1972","PCDHA3"
"1973","PCDHA4"
"1974","PCDHA5"
"1975","PCDHA6"
"1976","PCDHA7"
"1977","PCDHA8"
"1978","PCDHA9"
"1979","PCDHAC1"
"1980","PCDHAC2"
"1981","PCDHB1"
"1982","PCDHB10"
"1983","PCDHB11"
"1984","PCDHB12"
"1985","PCDHB13"
"1986","PCDHB14"
"1987","PCDHB15"
"1988","PCDHB16"
"1989","PCDHB2"
"1990","PCDHB3"
"1991","PCDHB4"
"1992","PCDHB5"
"1993","PCDHB6"
"1994","PCDHB7"
"1995","PCDHB8"
"1996","PCDHB9"
"1997","PCDHGA1"
"1998","PCDHGA10"
"1999","PCDHGA11"
"2000","PCDHGA12"
"2001","PCDHGA2"
"2002","PCDHGA3"
"2003","PCDHGA4"
"2004","PCDHGA5"
"2005","PCDHGA6"
"2006","PCDHGA7"
"2007","PCDHGA8"
"2008","PCDHGA9"
"2009","PCDHGB1"
"2010","PCDHGB2"
"2011","PCDHGB3"
"2012","PCDHGB4"
"2013","PCDHGB5"
"2014","PCDHGB6"
"2015","PCDHGB7"
"2016","PCDHGC3"
"2017","PCDHGC4"
"2018","PCDHGC5"
"2019","PCNX"
"2020","PCNXL2"
"2021","PCSK5"
"2022","PDCD1"
"2023","PDCD1LG2"
"2024","PDGFRA"
"2025","PDGFRB"
"2026","PEAR1"
"2027","PECAM1"
"2028","PGAP1"
"2029","PHEX"
"2030","PI16"
"2031","PIEZO1"
"2032","PIEZO2"
"2033","PIGO"
"2034","PIGR"
"2035","PIGT"
"2036","PIK3IP1"
"2037","PILRA"
"2038","PILRB"
"2039","PKD1"
"2040","PKD1L1"
"2041","PKD1L2"
"2042","PKD1L3"
"2043","PKD2"
"2044","PKD2L1"
"2045","PKDREJ"
"2046","PKHD1"
"2047","PKHD1L1"
"2048","PLA2R1"
"2049","PLAUR"
"2050","PLB1"
"2051","PLD5"
"2052","PLET1"
"2053","PLP1"
"2054","PLVAP"
"2055","PLXDC1"
"2056","PLXDC2"
"2057","PLXNA1"
"2058","PLXNA2"
"2059","PLXNA3"
"2060","PLXNA4"
"2061","PLXNB1"
"2062","PLXNB2"
"2063","PLXNB3"
"2064","PLXNC1"
"2065","PLXND1"
"2066","PMEL"
"2067","PMEPA1"
"2068","PODXL"
"2069","PODXL2"
"2070","PPAP2A"
"2071","PPAP2B"
"2072","PPAP2C"
"2073","PQLC2"
"2074","PRIMA1"
"2075","PRLHR"
"2076","PRLR"
"2077","PRND"
"2078","PRNP"
"2079","PROCR"
"2080","PROKR1"
"2081","PROKR2"
"2082","PROM1"
"2083","PROM2"
"2084","PRPH2"
"2085","PRRT3"
"2086","PRSS21"
"2087","PRSS41"
"2088","PRSS8"
"2089","PRTG"
"2090","PSCA"
"2091","PSEN1"
"2092","PSEN2"
"2093","PSG1"
"2094","PTAFR"
"2095","PTCH1"
"2096","PTCHD1"
"2097","PTCHD2"
"2098","PTCHD3"
"2099","PTCHD4"
"2100","PTCRA"
"2101","PTGDR"
"2102","PTGDR2"
"2103","PTGER1"
"2104","PTGER2"
"2105","PTGER3"
"2106","PTGER4"
"2107","PTGFR"
"2108","PTGFRN"
"2109","PTGIR"
"2110","PTH1R"
"2111","PTH2R"
"2112","PTK7"
"2113","PTPRA"
"2114","PTPRB"
"2115","PTPRC"
"2116","PTPRD"
"2117","PTPRF"
"2118","PTPRG"
"2119","PTPRH"
"2120","PTPRJ"
"2121","PTPRK"
"2122","PTPRM"
"2123","PTPRN"
"2124","PTPRN2"
"2125","PTPRO"
"2126","PTPRQ"
"2127","PTPRR"
"2128","PTPRS"
"2129","PTPRT"
"2130","PTPRU"
"2131","PTPRZ1"
"2132","PTTG1IP"
"2133","PVR"
"2134","PVRL1"
"2135","PVRL2"
"2136","PVRL3"
"2137","PVRL4"
"2138","QRFPR"
"2139","QSOX1"
"2140","QSOX2"
"2141","RAET1E"
"2142","RAET1G"
"2143","RAET1L"
"2144","RAMP2"
"2145","RAMP3"
"2146","RECK"
"2147","RELL1"
"2148","RELT"
"2149","RET"
"2150","RGMA"
"2151","RGMB"
"2152","RGR"
"2153","RHAG"
"2154","RHBDF2"
"2155","RHBDL2"
"2156","RHCE"
"2157","RHCG"
"2158","RHD"
"2159","RHO"
"2160","RNF128"
"2161","RNF13"
"2162","RNF130"
"2163","RNF149"
"2164","RNF150"
"2165","RNF167"
"2166","RNF43"
"2167","RNFT1"
"2168","ROBO1"
"2169","ROBO2"
"2170","ROBO3"
"2171","ROR1"
"2172","ROR2"
"2173","ROS1"
"2174","RPN1"
"2175","RPRM"
"2176","RPRML"
"2177","RRH"
"2178","RTN4R"
"2179","RTN4RL1"
"2180","RTN4RL2"
"2181","RXFP1"
"2182","RXFP2"
"2183","RXFP3"
"2184","RXFP4"
"2185","RYK"
"2186","S1PR1"
"2187","S1PR2"
"2188","S1PR3"
"2189","S1PR4"
"2190","S1PR5"
"2191","SCAP"
"2192","SCARA5"
"2193","SCARB1"
"2194","SCARB2"
"2195","SCARF1"
"2196","SCARF2"
"2197","SCN10A"
"2198","SCN11A"
"2199","SCN1A"
"2200","SCN1B"
"2201","SCN2A"
"2202","SCN2B"
"2203","SCN3A"
"2204","SCN3B"
"2205","SCN4A"
"2206","SCN4B"
"2207","SCN5A"
"2208","SCN7A"
"2209","SCN8A"
"2210","SCN9A"
"2211","SCNN1A"
"2212","SCNN1B"
"2213","SCNN1D"
"2214","SCNN1G"
"2215","SCTR"
"2216","SDC1"
"2217","SDC2"
"2218","SDK1"
"2219","SDK2"
"2220","SECTM1"
"2221","SELE"
"2222","SELL"
"2223","SELP"
"2224","SELPLG"
"2225","SEMA4A"
"2226","SEMA4B"
"2227","SEMA4C"
"2228","SEMA4D"
"2229","SEMA4F"
"2230","SEMA4G"
"2231","SEMA5A"
"2232","SEMA5B"
"2233","SEMA6A"
"2234","SEMA6B"
"2235","SEMA6C"
"2236","SEMA6D"
"2237","SEMA7A"
"2238","SERINC1"
"2239","SERINC2"
"2240","SERINC3"
"2241","SERINC4"
"2242","SERINC5"
"2243","SEZ6"
"2244","SEZ6L2"
"2245","SGCA"
"2246","SGCB"
"2247","SGCD"
"2248","SGCE"
"2249","SGCZ"
"2250","SHISA4"
"2251","SHISA6"
"2252","SHISA7"
"2253","SHISA8"
"2254","SHISA9"
"2255","SIDT1"
"2256","SIDT2"
"2257","SIGIRR"
"2258","SIGLEC1"
"2259","SIGLEC10"
"2260","SIGLEC11"
"2261","SIGLEC12"
"2262","SIGLEC14"
"2263","SIGLEC15"
"2264","SIGLEC16"
"2265","SIGLEC5"
"2266","SIGLEC6"
"2267","SIGLEC7"
"2268","SIGLEC8"
"2269","SIGLEC9"
"2270","SIGLECL1"
"2271","SIRPA"
"2272","SIRPB1"
"2273","SIRPB2"
"2274","SIRPG"
"2275","SIT1"
"2276","SLAMF1"
"2277","SLAMF6"
"2278","SLAMF7"
"2279","SLAMF8"
"2280","SLAMF9"
"2281","SLC10A1"
"2282","SLC10A2"
"2283","SLC10A3"
"2284","SLC10A4"
"2285","SLC10A5"
"2286","SLC10A6"
"2287","SLC11A1"
"2288","SLC11A2"
"2289","SLC12A1"
"2290","SLC12A2"
"2291","SLC12A3"
"2292","SLC12A4"
"2293","SLC12A5"
"2294","SLC12A6"
"2295","SLC12A7"
"2296","SLC12A8"
"2297","SLC12A9"
"2298","SLC13A1"
"2299","SLC13A2"
"2300","SLC13A3"
"2301","SLC13A4"
"2302","SLC14A1"
"2303","SLC14A2"
"2304","SLC15A1"
"2305","SLC15A2"
"2306","SLC15A3"
"2307","SLC15A4"
"2308","SLC15A5"
"2309","SLC16A1"
"2310","SLC16A12"
"2311","SLC16A4"
"2312","SLC16A5"
"2313","SLC16A6"
"2314","SLC16A7"
"2315","SLC16A8"
"2316","SLC17A1"
"2317","SLC17A5"
"2318","SLC17A6"
"2319","SLC17A7"
"2320","SLC17A8"
"2321","SLC17A9"
"2322","SLC18A1"
"2323","SLC18A2"
"2324","SLC18A3"
"2325","SLC19A1"
"2326","SLC19A2"
"2327","SLC19A3"
"2328","SLC1A1"
"2329","SLC1A2"
"2330","SLC1A3"
"2331","SLC1A4"
"2332","SLC1A5"
"2333","SLC1A6"
"2334","SLC1A7"
"2335","SLC20A2"
"2336","SLC22A1"
"2337","SLC22A11"
"2338","SLC22A12"
"2339","SLC22A13"
"2340","SLC22A14"
"2341","SLC22A15"
"2342","SLC22A16"
"2343","SLC22A17"
"2344","SLC22A2"
"2345","SLC22A20"
"2346","SLC22A23"
"2347","SLC22A25"
"2348","SLC22A3"
"2349","SLC22A4"
"2350","SLC22A5"
"2351","SLC22A6"
"2352","SLC22A7"
"2353","SLC22A8"
"2354","SLC22A9"
"2355","SLC23A1"
"2356","SLC23A2"
"2357","SLC24A2"
"2358","SLC24A3"
"2359","SLC24A4"
"2360","SLC24A5"
"2361","SLC26A1"
"2362","SLC26A2"
"2363","SLC26A3"
"2364","SLC26A4"
"2365","SLC26A5"
"2366","SLC26A6"
"2367","SLC26A8"
"2368","SLC26A9"
"2369","SLC28A1"
"2370","SLC28A2"
"2371","SLC28A3"
"2372","SLC29A1"
"2373","SLC29A2"
"2374","SLC29A3"
"2375","SLC29A4"
"2376","SLC2A1"
"2377","SLC2A10"
"2378","SLC2A11"
"2379","SLC2A12"
"2380","SLC2A13"
"2381","SLC2A14"
"2382","SLC2A2"
"2383","SLC2A3"
"2384","SLC2A4"
"2385","SLC2A5"
"2386","SLC2A6"
"2387","SLC2A7"
"2388","SLC2A8"
"2389","SLC2A9"
"2390","SLC30A1"
"2391","SLC31A1"
"2392","SLC32A1"
"2393","SLC33A1"
"2394","SLC34A1"
"2395","SLC34A2"
"2396","SLC34A3"
"2397","SLC35A5"
"2398","SLC35F4"
"2399","SLC36A1"
"2400","SLC36A2"
"2401","SLC36A3"
"2402","SLC36A4"
"2403","SLC37A1"
"2404","SLC37A2"
"2405","SLC37A3"
"2406","SLC37A4"
"2407","SLC38A1"
"2408","SLC38A11"
"2409","SLC38A2"
"2410","SLC38A4"
"2411","SLC38A5"
"2412","SLC38A8"
"2413","SLC38A9"
"2414","SLC39A10"
"2415","SLC39A12"
"2416","SLC39A14"
"2417","SLC39A2"
"2418","SLC39A4"
"2419","SLC39A5"
"2420","SLC39A6"
"2421","SLC39A8"
"2422","SLC39A9"
"2423","SLC3A1"
"2424","SLC3A2"
"2425","SLC40A1"
"2426","SLC41A1"
"2427","SLC41A2"
"2428","SLC41A3"
"2429","SLC43A1"
"2430","SLC43A2"
"2431","SLC43A3"
"2432","SLC44A1"
"2433","SLC44A2"
"2434","SLC44A3"
"2435","SLC44A4"
"2436","SLC44A5"
"2437","SLC45A2"
"2438","SLC45A4"
"2439","SLC46A1"
"2440","SLC46A2"
"2441","SLC46A3"
"2442","SLC47A1"
"2443","SLC4A1"
"2444","SLC4A10"
"2445","SLC4A4"
"2446","SLC4A5"
"2447","SLC4A7"
"2448","SLC4A8"
"2449","SLC51A"
"2450","SLC51B"
"2451","SLC52A1"
"2452","SLC52A2"
"2453","SLC52A3"
"2454","SLC5A1"
"2455","SLC5A10"
"2456","SLC5A11"
"2457","SLC5A12"
"2458","SLC5A2"
"2459","SLC5A3"
"2460","SLC5A4"
"2461","SLC5A5"
"2462","SLC5A6"
"2463","SLC5A7"
"2464","SLC5A8"
"2465","SLC5A9"
"2466","SLC6A1"
"2467","SLC6A11"
"2468","SLC6A12"
"2469","SLC6A13"
"2470","SLC6A14"
"2471","SLC6A15"
"2472","SLC6A16"
"2473","SLC6A17"
"2474","SLC6A18"
"2475","SLC6A19"
"2476","SLC6A2"
"2477","SLC6A20"
"2478","SLC6A3"
"2479","SLC6A4"
"2480","SLC6A5"
"2481","SLC6A6"
"2482","SLC6A7"
"2483","SLC6A8"
"2484","SLC6A9"
"2485","SLC7A1"
"2486","SLC7A10"
"2487","SLC7A14"
"2488","SLC7A2"
"2489","SLC7A3"
"2490","SLC7A4"
"2491","SLC7A5"
"2492","SLC7A6"
"2493","SLC7A9"
"2494","SLC8A1"
"2495","SLC8A2"
"2496","SLC8A3"
"2497","SLC8B1"
"2498","SLC9A1"
"2499","SLC9A2"
"2500","SLC9A3"
"2501","SLC9A6"
"2502","SLC9A7"
"2503","SLCO1A2"
"2504","SLCO1B1"
"2505","SLCO1B3"
"2506","SLCO1B7"
"2507","SLCO1C1"
"2508","SLCO2A1"
"2509","SLCO2B1"
"2510","SLCO3A1"
"2511","SLCO4A1"
"2512","SLCO4C1"
"2513","SLCO5A1"
"2514","SLCO6A1"
"2515","SLITRK1"
"2516","SLITRK2"
"2517","SLITRK3"
"2518","SLITRK4"
"2519","SLITRK5"
"2520","SLITRK6"
"2521","SMO"
"2522","SORCS1"
"2523","SORCS2"
"2524","SORCS3"
"2525","SORL1"
"2526","SORT1"
"2527","SPACA1"
"2528","SPACA4"
"2529","SPAM1"
"2530","SPINT2"
"2531","SPN"
"2532","SPNS2"
"2533","SPNS3"
"2534","SPPL2A"
"2535","SPPL2B"
"2536","SPPL2C"
"2537","SPRN"
"2538","SSPN"
"2539","SSR1"
"2540","SSTR1"
"2541","SSTR2"
"2542","SSTR3"
"2543","SSTR4"
"2544","SSTR5"
"2545","STAB1"
"2546","STAB2"
"2547","STEAP4"
"2548","STIM1"
"2549","STS"
"2550","STT3B"
"2551","SUCNR1"
"2552","SUCO"
"2553","SUSD1"
"2554","SUSD2"
"2555","SUSD3"
"2556","SUSD4"
"2557","SUSD5"
"2558","SV2A"
"2559","SV2B"
"2560","SV2C"
"2561","SVOPL"
"2562","SYNPR"
"2563","SYP"
"2564","SYPL1"
"2565","TAAR1"
"2566","TAAR2"
"2567","TAAR5"
"2568","TAAR6"
"2569","TAAR8"
"2570","TAAR9"
"2571","TACR1"
"2572","TACR2"
"2573","TACR3"
"2574","TACSTD2"
"2575","TARM1"
"2576","TAS1R1"
"2577","TAS1R2"
"2578","TAS1R3"
"2579","TAS2R1"
"2580","TAS2R10"
"2581","TAS2R14"
"2582","TAS2R16"
"2583","TAS2R19"
"2584","TAS2R20"
"2585","TAS2R3"
"2586","TAS2R30"
"2587","TAS2R38"
"2588","TAS2R39"
"2589","TAS2R4"
"2590","TAS2R46"
"2591","TAS2R7"
"2592","TAS2R8"
"2593","TAS2R9"
"2594","TBXA2R"
"2595","TCIRG1"
"2596","TCTN2"
"2597","TCTN3"
"2598","TDGF1"
"2599","TECTA"
"2600","TECTB"
"2601","TEK"
"2602","TENM1"
"2603","TENM2"
"2604","TENM3"
"2605","TENM4"
"2606","TEX101"
"2607","TFPI"
"2608","TFRC"
"2609","TGFA"
"2610","TGFBR1"
"2611","TGFBR2"
"2612","TGFBR3"
"2613","TGOLN2"
"2614","THBD"
"2615","THSD1"
"2616","THSD7A"
"2617","THSD7B"
"2618","THY1"
"2619","TIE1"
"2620","TIGIT"
"2621","TIMD4"
"2622","TLR1"
"2623","TLR10"
"2624","TLR2"
"2625","TLR3"
"2626","TLR4"
