ENSP00000002829
ENSP00000355897
ENSP00000355997
ENSP00000356031
ENSP00000356043
ENSP00000356045
ENSP00000356060
ENSP00000356212
ENSP00000356213
ENSP00000356330
ENSP00000356385
ENSP00000356391
ENSP00000356399
ENSP00000356453
ENSP00000356455
ENSP00000356572
ENSP00000356633
ENSP00000356634
ENSP00000356694
ENSP00000356791
ENSP00000356792
ENSP00000356793
ENSP00000356930
ENSP00000356941
ENSP00000356991
ENSP00000357255
ENSP00000357391
ENSP00000357392
ENSP00000357665
ENSP00000357980
ENSP00000358034
ENSP00000358035
ENSP00000358037
ENSP00000358095
ENSP00000358098
ENSP00000358223
ENSP00000358232
ENSP00000358430
ENSP00000358431
ENSP00000358525
ENSP00000358644
ENSP00000358714
ENSP00000359034
ENSP00000359096
ENSP00000359097
ENSP00000359100
ENSP00000359540
ENSP00000359623
ENSP00000359629
ENSP00000359855
ENSP00000360067
ENSP00000360381
ENSP00000360519
ENSP00000360522
ENSP00000360687
ENSP00000360696
ENSP00000360753
ENSP00000360846
ENSP00000360871
ENSP00000361148
ENSP00000361290
ENSP00000361337
ENSP00000361359
ENSP00000361405
ENSP00000361437
ENSP00000361440
ENSP00000361441
ENSP00000361442
ENSP00000361662
ENSP00000361755
ENSP00000361761
ENSP00000361818
ENSP00000361834
ENSP00000361840
ENSP00000361842
ENSP00000361855
ENSP00000361871
ENSP00000361956
ENSP00000361959
ENSP00000362108
ENSP00000362116
ENSP00000362123
ENSP00000362305
ENSP00000363081
ENSP00000363489
ENSP00000363492
ENSP00000363768
ENSP00000363770
ENSP00000363771
ENSP00000364195
ENSP00000364208
ENSP00000364257
ENSP00000364647
ENSP00000364660
ENSP00000364684
ENSP00000364685
ENSP00000364697
ENSP00000364731
ENSP00000364840
ENSP00000365011
ENSP00000365048
ENSP00000365075
ENSP00000365492
ENSP00000365499
ENSP00000365651
ENSP00000365659
ENSP00000365751
ENSP00000365752
ENSP00000365753
ENSP00000365754
ENSP00000365759
ENSP00000366061
ENSP00000366117
ENSP00000366124
ENSP00000366170
ENSP00000366176
ENSP00000366246
ENSP00000366267
ENSP00000366387
ENSP00000366654
ENSP00000366662
ENSP00000367013
ENSP00000367168
ENSP00000367198
ENSP00000367330
ENSP00000367465
ENSP00000367574
ENSP00000367703
ENSP00000367811
ENSP00000367832
ENSP00000367942
ENSP00000367952
ENSP00000368077
ENSP00000368104
ENSP00000368116
ENSP00000368567
ENSP00000368570
ENSP00000369014
ENSP00000427827
ENSP00000369286
ENSP00000369323
ENSP00000369331
ENSP00000369333
ENSP00000369647
ENSP00000369704
ENSP00000369705
ENSP00000369753
ENSP00000369798
ENSP00000369816
ENSP00000369921
ENSP00000369940
ENSP00000369976
ENSP00000370088
ENSP00000370090
ENSP00000370147
ENSP00000370171
ENSP00000370262
ENSP00000370725
ENSP00000370731
ENSP00000370978
ENSP00000371036
ENSP00000371497
ENSP00000371554
ENSP00000371643
ENSP00000371644
ENSP00000371770
ENSP00000371790
ENSP00000371847
ENSP00000372126
ENSP00000372136
ENSP00000372139
ENSP00000372224
ENSP00000372313
ENSP00000372505
ENSP00000372565
ENSP00000372566
ENSP00000372762
ENSP00000372766
ENSP00000372853
ENSP00000372868
ENSP00000373022
ENSP00000373024
ENSP00000373360
ENSP00000373610
ENSP00000375086
ENSP00000375681
ENSP00000375682
ENSP00000375742
ENSP00000375778
ENSP00000375790
ENSP00000375796
ENSP00000375849
ENSP00000375860
ENSP00000375861
ENSP00000441182
ENSP00000376240
ENSP00000376524
ENSP00000376569
ENSP00000376623
ENSP00000376637
ENSP00000376638
ENSP00000376717
ENSP00000376780
ENSP00000376802
ENSP00000376803
ENSP00000376862
ENSP00000377270
ENSP00000377304
ENSP00000377310
ENSP00000377358
ENSP00000377512
ENSP00000377569
ENSP00000377783
ENSP00000377917
ENSP00000377919
ENSP00000378058
ENSP00000378118
ENSP00000378129
ENSP00000378130
ENSP00000378200
ENSP00000378534
ENSP00000378550
ENSP00000378575
ENSP00000378576
ENSP00000378620
ENSP00000379015
ENSP00000379139
ENSP00000379141
ENSP00000379170
ENSP00000379191
ENSP00000379401
ENSP00000379438
ENSP00000379472
ENSP00000379657
ENSP00000379798
ENSP00000379889
ENSP00000380432
ENSP00000380602
ENSP00000380775
ENSP00000380779
ENSP00000380870
ENSP00000380959
ENSP00000381077
ENSP00000381081
ENSP00000381092
ENSP00000381093
ENSP00000381105
ENSP00000381199
ENSP00000381221
ENSP00000381439
ENSP00000381446
ENSP00000381448
ENSP00000381642
ENSP00000382485
ENSP00000383261
ENSP00000383262
ENSP00000383265
ENSP00000383334
ENSP00000383336
ENSP00000383337
ENSP00000383338
ENSP00000383339
ENSP00000383449
ENSP00000383563
ENSP00000383691
ENSP00000384871
ENSP00000385564
ENSP00000385452
ENSP00000385103
ENSP00000386094
ENSP00000385834
ENSP00000386104
ENSP00000383889
ENSP00000385521
ENSP00000385344
ENSP00000385981
ENSP00000385980
ENSP00000385827
ENSP00000385960
ENSP00000386043
ENSP00000384169
ENSP00000385419
ENSP00000384906
ENSP00000384262
ENSP00000385365
ENSP00000386007
ENSP00000386113
ENSP00000384092
ENSP00000385282
ENSP00000385905
ENSP00000383894
ENSP00000384364
ENSP00000384967
ENSP00000386225
ENSP00000387210
ENSP00000386273
ENSP00000386625
ENSP00000386413
ENSP00000387115
ENSP00000386923
ENSP00000386365
ENSP00000386822
ENSP00000387310
ENSP00000387116
ENSP00000386675
ENSP00000386844
ENSP00000386355
ENSP00000404865
ENSP00000411882
ENSP00000393887
ENSP00000398955
ENSP00000402278
ENSP00000391805
ENSP00000394976
ENSP00000387853
ENSP00000394931
ENSP00000412555
ENSP00000394197
ENSP00000407961
ENSP00000398473
ENSP00000398734
ENSP00000397582
ENSP00000416716
ENSP00000392222
ENSP00000404822
ENSP00000405540
ENSP00000403334
ENSP00000396915
ENSP00000390931
ENSP00000405800
ENSP00000388867
ENSP00000390450
ENSP00000411613
ENSP00000394165
ENSP00000415420
ENSP00000407160
ENSP00000414743
ENSP00000414856
ENSP00000413450
ENSP00000392863
ENSP00000396010
ENSP00000407699
ENSP00000387662
ENSP00000393086
ENSP00000403474
ENSP00000416183
ENSP00000391036
ENSP00000393631
ENSP00000388009
ENSP00000392794
ENSP00000415730
ENSP00000398753
ENSP00000400245
ENSP00000400365
ENSP00000412940
ENSP00000403456
ENSP00000409352
ENSP00000409592
ENSP00000387371
ENSP00000397297
ENSP00000404306
ENSP00000416811
ENSP00000388404
ENSP00000394355
ENSP00000416984
ENSP00000405094
ENSP00000413359
ENSP00000410423
ENSP00000398907
ENSP00000401550
ENSP00000402425
ENSP00000402413
ENSP00000398496
ENSP00000416145
ENSP00000391120
ENSP00000389252
ENSP00000413642
ENSP00000414378
ENSP00000406295
ENSP00000414858
ENSP00000390680
ENSP00000402232
ENSP00000401397
ENSP00000416034
ENSP00000405503
ENSP00000412697
ENSP00000411140
ENSP00000388825
ENSP00000389540
ENSP00000411910
ENSP00000397769
ENSP00000394936
ENSP00000399448
ENSP00000405116
ENSP00000413391
ENSP00000395210
ENSP00000399701
ENSP00000416126
ENSP00000391826
ENSP00000413653
ENSP00000409859
ENSP00000409124
ENSP00000388871
ENSP00000410715
ENSP00000399702
ENSP00000395976
ENSP00000414895
ENSP00000396056
ENSP00000408474
ENSP00000410182
ENSP00000415823
ENSP00000387887
ENSP00000390732
ENSP00000413704
ENSP00000410284
ENSP00000390299
ENSP00000391756
ENSP00000387897
ENSP00000388462
ENSP00000408166
ENSP00000398568
ENSP00000411992
ENSP00000393426
ENSP00000391743
ENSP00000393812
ENSP00000393971
ENSP00000403511
ENSP00000399679
ENSP00000400884
ENSP00000410763
ENSP00000388386
ENSP00000397373
ENSP00000413135
ENSP00000394908
ENSP00000390149
ENSP00000400813
ENSP00000392835
ENSP00000403649
ENSP00000418078
ENSP00000388576
ENSP00000416066
ENSP00000400667
ENSP00000416354
ENSP00000389643
ENSP00000394494
ENSP00000414285
ENSP00000415187
ENSP00000391922
ENSP00000398736
ENSP00000409513
ENSP00000430242
ENSP00000406943
ENSP00000405039
ENSP00000394612
ENSP00000399436
ENSP00000406347
ENSP00000401208
ENSP00000409917
ENSP00000399686
ENSP00000402884
ENSP00000388086
ENSP00000416509
ENSP00000406091
ENSP00000407158
ENSP00000400393
ENSP00000403495
ENSP00000406773
ENSP00000394999
ENSP00000398514
ENSP00000409911
ENSP00000395137
ENSP00000411439
ENSP00000399604
ENSP00000414952
ENSP00000398550
ENSP00000417692
ENSP00000455948
ENSP00000418009
ENSP00000418328
ENSP00000420618
ENSP00000431700
ENSP00000419407
ENSP00000435033
ENSP00000418285
ENSP00000420566
ENSP00000471177
ENSP00000420621
ENSP00000417185
ENSP00000433347
ENSP00000418575
ENSP00000431382
ENSP00000418483
ENSP00000421978
ENSP00000470713
ENSP00000417833
ENSP00000425159
ENSP00000451525
ENSP00000417222
ENSP00000419466
ENSP00000420042
ENSP00000422453
ENSP00000432063
ENSP00000418614
ENSP00000420452
ENSP00000423755
ENSP00000419061
ENSP00000417382
ENSP00000417496
ENSP00000431406
ENSP00000426678
ENSP00000425890
ENSP00000427548
ENSP00000422261
ENSP00000422591
ENSP00000422452
ENSP00000423138
ENSP00000424392
ENSP00000425915
ENSP00000422474
ENSP00000421030
ENSP00000425467
ENSP00000424571
ENSP00000426630
ENSP00000421038
ENSP00000427671
ENSP00000424501
ENSP00000422432
ENSP00000423265
ENSP00000424008
ENSP00000426177
ENSP00000421365
ENSP00000422044
ENSP00000426550
ENSP00000420939
ENSP00000427744
ENSP00000428771
ENSP00000428331
ENSP00000431112
ENSP00000430829
ENSP00000430002
ENSP00000430533
ENSP00000429695
ENSP00000429185
ENSP00000428719
ENSP00000427750
ENSP00000433289
ENSP00000428321
ENSP00000429008
ENSP00000429620
ENSP00000430479
ENSP00000429643
ENSP00000431205
ENSP00000435179
ENSP00000433016
ENSP00000437158
ENSP00000432942
ENSP00000433933
ENSP00000434589
ENSP00000434617
ENSP00000434101
ENSP00000437293
ENSP00000435105
ENSP00000433215
ENSP00000435603
ENSP00000435295
ENSP00000434349
ENSP00000437067
ENSP00000435621
ENSP00000432918
ENSP00000432244
ENSP00000433231
ENSP00000432965
ENSP00000432055
ENSP00000434217
ENSP00000434159
ENSP00000443526
ENSP00000444651
ENSP00000443478
ENSP00000440328
ENSP00000439700
ENSP00000442424
ENSP00000445064
ENSP00000438414
ENSP00000440185
ENSP00000440496
ENSP00000442259
ENSP00000442488
ENSP00000440600
ENSP00000445002
ENSP00000442348
ENSP00000443289
ENSP00000438046
ENSP00000439634
ENSP00000442965
ENSP00000445395
ENSP00000439251
ENSP00000450415
ENSP00000447588
ENSP00000447211
ENSP00000448579
ENSP00000448531
ENSP00000449708
ENSP00000449839
ENSP00000450134
ENSP00000446983
ENSP00000448771
ENSP00000447301
ENSP00000447233
ENSP00000449275
ENSP00000446835
ENSP00000449226
ENSP00000448979
ENSP00000447864
ENSP00000448735
ENSP00000449042
ENSP00000446916
ENSP00000446776
ENSP00000447654
ENSP00000447292
ENSP00000446981
ENSP00000451318
ENSP00000451624
ENSP00000451112
ENSP00000452245
ENSP00000451563
ENSP00000451110
ENSP00000450580
ENSP00000452476
ENSP00000452780
ENSP00000454134
ENSP00000453485
ENSP00000453350
ENSP00000453191
ENSP00000457623
ENSP00000456310
ENSP00000456513
ENSP00000456008
ENSP00000457655
ENSP00000456281
ENSP00000456702
ENSP00000454685
ENSP00000457369
ENSP00000454858
ENSP00000454768
ENSP00000457629
ENSP00000460548
ENSP00000458369
ENSP00000458566
ENSP00000458585
ENSP00000460798
ENSP00000460665
ENSP00000458903
ENSP00000458973
ENSP00000461695
ENSP00000458352
ENSP00000463073
ENSP00000464642
ENSP00000463922
ENSP00000464145
ENSP00000462990
ENSP00000463108
ENSP00000463386
ENSP00000464655
ENSP00000462481
ENSP00000464636
ENSP00000463008
ENSP00000467355
ENSP00000465356
ENSP00000468029
ENSP00000466775
ENSP00000466009
ENSP00000468117
ENSP00000466140
ENSP00000469417
ENSP00000471646
ENSP00000469258
ENSP00000471132
ENSP00000472896
ENSP00000472467
ENSP00000477140
